ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Meta: _price_tiers","Meta: _price_poa","Meta: _sage_income_code","Meta: _sage_pri","Meta: _sage_alt","Meta: _sage_primod","Meta: _sage_altmod","Meta: _sage_class_id","Meta: _sage_price_tier","Meta: _manufacturer","Meta: _kryp_seourl","Meta: _kryp_prodnum","Meta: price_tiers_0_min_qty","Meta: _price_tiers_0_min_qty","Meta: price_tiers_0_tier_price","Meta: _price_tiers_0_tier_price","Meta: price_tiers","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Meta: price_tiers_1_min_qty","Meta: _price_tiers_1_min_qty","Meta: price_tiers_1_tier_price","Meta: _price_tiers_1_tier_price","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Meta: thickness","Meta: _thickness","Meta: adhesive_type","Meta: _adhesive_type","Meta: application_environment","Meta: _application_environment","Meta: durability","Meta: _durability","Meta: application_temp_min","Meta: _application_temp_min","Meta: application_temp_max","Meta: _application_temp_max","Meta: certifications","Meta: _certifications","Meta: data_sheet","Meta: _data_sheet","Meta: application_guide","Meta: _application_guide","Meta: safety_data_sheet","Meta: _safety_data_sheet","Meta: key_benefits","Meta: _key_benefits","Meta: application_tips","Meta: _application_tips","Meta: compatible_products","Meta: _compatible_products"
438,simple,ROLLEPRO,,RollePro,1,0,visible,"The RollePro is the best tool out there for applying wall films to brick or stone walls and floor graphic films to a variety of surfaces.","<p>The RollePro is the best tool out there for applying wall films to brick or stone walls and floor graphic films to a variety of surfaces.</p>
\n<p>45mm wide foam roll with ergonomic design for easy application.</p>
\n<p>The RollePro has a firm foam wheel that works the vinyl into and around curved or uneven surfaces.</p>
\n<p>Combine gentle heat and a firm pressure for a professional finish.</p>",,,taxable,,1,,,0,0,,,,,1,,,66.90,"Tools & Accessories > Application Tools, Stencil Masking Films > Sandblasting Stencil Films > Stencil Film Accessories",,,,,,,,,,,,0,,66.90,,income-service,,,0,0,0,,SOTT,,ROLLEPRO,,,,,,,,,
442,simple,1,,"White Flock Heat Transfer Vinyl",1,0,visible,"White Flock Heat Transfer Vinyl 500mm wide. Price per metre:",,,,taxable,,1,,,0,0,,,,,1,,,10.90,"Garment Decoration Films > Flock",,,,,,,,,,,,0,,field_dorotape_price_tiers,,income-service,,,0,0,1,,Poli-Tape,,1,25,field_dorotape_tier_min_qty,9.81,field_dorotape_tier_price,1,,,,
443,variable,054CGO,,"Kernowjet Metalik Gold Removable",1,0,visible,"Kernowjet Metalik Gold Removable is a highly polished, printable, double sided gold mirror finish material with a removable adhesive, perfect for retail decoration, window displays and indoor signage and lettering.","<html>
\n<head><title>Kernowjet Metalik Gold Removable</title>
\n</head>
\n<body>
\n<img style=""height: 80px; width: 190px;"" alt=""Kernow logo""
\nsrc=""media/ecom/onpagegraphics/KernowLogo.jpg"" class=""responsive""><br><br>
\n
\n<p>Kernowjet Metalik Gold Removable is a highly polished, printable, double sided gold mirror finish material with a removable adhesive, perfect for retail decoration, window displays and indoor signage and lettering.</p>
\n
\n<a><img style=""border: 0px solid ; width: 75px; height: 75px; float: right;"" alt=""pvc free""
\nsrc=""media/ecom/onpagegraphics/PVC_free_logo.png""></a>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Structure:</span>
\n<ul><li>70<span>&#181;</span>m Polyester</li>
\n<li>Water-based adhesive - Removable</li>
\n<li>PET backing liner - 83g/m<sup>2</sup>
\n</li></ul>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Suitability:</span>
\n<ul><li>Highly polished metallised surface for eye-catching graphics and displays</li>
\n<li>Perfect for indoor and short term outdoor signage and lettering</li>
\n<li>Ideal for retail displays</li>
\n<li>Excellent for 3D labels and doming applications</li>
\n<li>Suitable for wet and dry application</li>
\n<li>Up to 1 year outdoor durability
\n</li></ul>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Advantages:</span>
\n<ul><li>Double sided metal effect so has the same colour and finish on the adhesive side making it perfect for use onto glass and acrylic</li>
\n<li>Removable adhesive for short term applications</li>
\n<li>These films are compatible with Eco-Solvent, Latex and UV inks, and are also HP Latex certified</li>
\n<li>Static controlled for less build up of static during printing or application</li>
\n<li>Cuts perfectly and weeds easily</li>
\n<li>Water based (solvent free) adhesive</li>
\n<li>Very smooth finish, close to mirror effect
\n</li></ul>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Ink Compatibility:</span>
\n<ul>
\n        <img style=""margin: 0 5px 0 0; width: 15px; height: 25px;"" alt=""Eco-Sol Ink"" src=""media/ecom/onpagegraphics/Ink-EcoSol.png""> Eco-solvent&nbsp;&nbsp;
\n	<img style=""margin: 0px 5px 0px 0px; width: 15px; height: 25px;"" alt=""Latex"" src=""media/ecom/onpagegraphics/Ink-Latex.png"">Latex &nbsp;&nbsp;
\n        <img style=""margin: 0 5px 0 0; width: 15px; height: 25px;"" alt=""UV Ink"" src=""media/ecom/onpagegraphics/Ink-UV.png""> UV&nbsp;&nbsp; <br>
\n        <img style=""width: 100px; height: 48px;"" alt=""HP Latex Certified"" src=""https://www.dorotape.co.uk/media/ecom/onpagegraphics/HP-Latex-Certified.jpg"">
\n</ul>
\n<span style=""font-weight: bold; color: #d7328a;"">Technical Information:</span>
\n<ul>
\n<a href=""media/ecom/pdfs/datasheets/Metalik_Removable.pdf"" target=""_blank""><img
\nstyle=""border: 0px solid ; width: 200px; height: 60px;"" alt=""pdf""
\nsrc=""media/ecom/onpagegraphics/Datasheet.png""></a>
\n
\n</ul>
\n
\n
\n</body>
\n</html>",,,taxable,,1,,,0,0,,,,,1,,,,"Sign & Display Vinyl > Metallised Vinyl & Films > Kernow Metalik Films, Digital Print Media > PVC Free Digital Print Materials, Sign & Display Vinyl > PVC Free Sign & Display Materials",,,,,,,,,,,,0,,,,income-service,,,0,0,463,,Kernow,Kernowjet-Metalik-Gold-Removable,054CGO,,,,,,"1524mm wide","full 45.7 mtr roll, part roll - 1524mm x 5m roll",1,1
444,variable,054CSI,,"Kernowjet Metalik Silver Removable",1,0,visible,"Kernowjet Metalik Silver Removable is a highly polished, printable, double sided silver mirror finish material with a removable adhesive, perfect for retail decoration, window displays and indoor signage and lettering.","<html>
\n<head><title>Kernowjet Metalik Silver Removable</title>
\n</head>
\n<body>
\n<img style=""height: 80px; width: 190px;"" alt=""Kernow logo""
\nsrc=""media/ecom/onpagegraphics/KernowLogo.jpg"" class=""responsive""><br><br>
\n
\n<p>Kernowjet Metalik Silver Removable is a highly polished, printable, double sided silver mirror finish material with a removable adhesive, perfect for retail decoration, window displays and indoor signage and lettering.</p>
\n
\n<a><img style=""border: 0px solid ; width: 75px; height: 75px; float: right;"" alt=""pvc free""
\nsrc=""media/ecom/onpagegraphics/PVC_free_logo.png""></a>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Structure:</span>
\n<ul><li>70<span>&#181;</span>m Polyester</li>
\n<li>Water-based adhesive - Removable</li>
\n<li>PET backing liner - 83g/m<sup>2</sup>
\n</li></ul>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Suitability:</span>
\n<ul><li>Highly polished metallised surface for eye-catching graphics and displays</li>
\n<li>Perfect for indoor and short term outdoor signage and lettering</li>
\n<li>Ideal for retail displays</li>
\n<li>Excellent for 3D labels and doming applications</li>
\n<li>Suitable for wet and dry application</li>
\n<li>Up to 3 year outdoor durability
\n</li></ul>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Advantages:</span>
\n<ul><li>Double sided metal effect so has the same colour and finish on the adhesive side making it perfect for use onto glass and acrylic</li>
\n<li>Removable adhesive for short term applications</li>
\n<li>These films are compatible with Eco-Solvent, Latex and UV inks, and are also HP Latex certified</li>
\n<li>Static controlled for less build up of static during printing or application</li>
\n<li>Cuts perfectly and weeds easily</li>
\n<li>Water based (solvent free) adhesive</li>
\n<li>Very smooth finish, close to mirror effect
\n</li></ul>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Ink Compatibility:</span>
\n<ul>
\n        <img style=""margin: 0 5px 0 0; width: 15px; height: 25px;"" alt=""Eco-Sol Ink"" src=""media/ecom/onpagegraphics/Ink-EcoSol.png""> Eco-solvent&nbsp;&nbsp;
\n	<img style=""margin: 0px 5px 0px 0px; width: 15px; height: 25px;"" alt=""Latex"" src=""media/ecom/onpagegraphics/Ink-Latex.png"">Latex &nbsp;&nbsp;
\n        <img style=""margin: 0 5px 0 0; width: 15px; height: 25px;"" alt=""UV Ink"" src=""media/ecom/onpagegraphics/Ink-UV.png""> UV&nbsp;&nbsp; <br>
\n        <img style=""width: 100px; height: 48px;"" alt=""HP Latex Certified"" src=""https://www.dorotape.co.uk/media/ecom/onpagegraphics/HP-Latex-Certified.jpg"">
\n</ul>
\n<span style=""font-weight: bold; color: #d7328a;"">Technical Information:</span>
\n<ul>
\n<a href=""media/ecom/pdfs/datasheets/Metalik_Removable.pdf"" target=""_blank""><img
\nstyle=""border: 0px solid ; width: 200px; height: 60px;"" alt=""pdf""
\nsrc=""media/ecom/onpagegraphics/Datasheet.png""></a>
\n
\n</ul>
\n
\n
\n</body>
\n</html>",,,taxable,,1,,,0,0,,,,,1,,,,"Sign & Display Vinyl > Metallised Vinyl & Films > Kernow Metalik Films, Digital Print Media > PVC Free Digital Print Materials, Sign & Display Vinyl > PVC Free Sign & Display Materials",,,,,,,,,,,,0,,,,income-service,,,0,0,463,,Kernow,Kernowjet-Metalik-Silver-Removable,054CSI,,,,,,"1524mm wide","full 45.7 mtr roll, part roll - 1524mm x 5m roll",1,1
445,variable,056SGO,,"Kernowjet Metalik Gold Permanent",1,0,visible,"Kernowjet Metalik Gold Permanent is a highly polished, printable, single sided gold mirror finish material with a high tack permanent adhesive, perfect for retail decoration, window displays and indoor and outdoor signage and lettering.","<html>
\n<head><title>Kernowjet Metalik Gold Permanent</title>
\n</head>
\n<body>
\n<img style=""height: 80px; width: 190px;"" alt=""Kernow logo""
\nsrc=""media/ecom/onpagegraphics/KernowLogo.jpg"" class=""responsive""><br><br>
\n
\n<p>Kernowjet Metalik Gold Permanent is a highly polished, printable, single sided gold mirror finish material with a high tack permanent adhesive, perfect for retail decoration, window displays and indoor and outdoor signage and lettering.</p>
\n
\n<a><img style=""border: 0px solid ; width: 75px; height: 75px; float: right;"" alt=""pvc free""
\nsrc=""media/ecom/onpagegraphics/PVC_free_logo.png""></a>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Structure:</span>
\n<ul><li>70<span>&#181;</span>m Polyester</li>
\n<li>Water-based adhesive - Permanent</li>
\n<li>PET backing liner - 83g/m<sup>2</sup>
\n</li></ul>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Suitability:</span>
\n<ul><li>Highly polished metallised surface for eye-catching graphics and displays</li>
\n<li>Perfect for indoor and outdoor signage and lettering</li>
\n<li>Ideal for retail displays</li>
\n<li>Excellent for 3D labels and doming applications</li>
\n<li>Suitable for wet and dry application</li>
\n<li>Up to 1 year outdoor UV stability
\n</li></ul>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Advantages:</span>
\n<ul><li>High tack permanent adhesive for long term applications</li>
\n<li>These films are compatible with Eco-Solvent, Latex and UV inks, and are also HP Latex certified</li>
\n<li>Cuts perfectly and weeds easily</li>
\n<li>Water based (solvent free) adhesive</li>
\n<li>Very smooth finish, close to mirror effect
\n</li></ul>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Ink Compatibility:</span>
\n<ul>
\n        <img style=""margin: 0 5px 0 0; width: 15px; height: 25px;"" alt=""Eco-Sol Ink"" src=""media/ecom/onpagegraphics/Ink-EcoSol.png""> Eco-solvent&nbsp;&nbsp;
\n	<img style=""margin: 0px 5px 0px 0px; width: 15px; height: 25px;"" alt=""Latex"" src=""media/ecom/onpagegraphics/Ink-Latex.png"">Latex &nbsp;&nbsp;
\n        <img style=""margin: 0 5px 0 0; width: 15px; height: 25px;"" alt=""UV Ink"" src=""media/ecom/onpagegraphics/Ink-UV.png""> UV&nbsp;&nbsp; <br>
\n        <img style=""width: 100px; height: 48px;"" alt=""HP Latex Certified"" src=""https://www.dorotape.co.uk/media/ecom/onpagegraphics/HP-Latex-Certified.jpg"">
\n</ul>
\n<span style=""font-weight: bold; color: #d7328a;"">Technical Information:</span>
\n<ul>
\n<a href=""media/ecom/pdfs/datasheets/Metalik_Permanent.pdf"" target=""_blank""><img
\nstyle=""border: 0px solid ; width: 200px; height: 60px;"" alt=""pdf""
\nsrc=""media/ecom/onpagegraphics/Datasheet.png""></a>
\n
\n</ul>
\n
\n
\n</body>
\n</html>",,,taxable,,1,,,0,0,,,,,1,,,,"Sign & Display Vinyl > Metallised Vinyl & Films > Kernow Metalik Films, Digital Print Media > PVC Free Digital Print Materials, Sign & Display Vinyl > PVC Free Sign & Display Materials",,,,,,,,,,,,0,,,,income-service,,,0,0,463,,Kernow,Kernowjet-Metalik-Gold-Permanent,056SGO,,,,,,"Size / Format","1372mm wide — full 45.7 mtr roll, 1372mm wide — part roll - 1372mm x 5m roll, 1524mm wide — full 45.7 mtr roll, 1524mm wide — part roll - 1524mm x 5m roll",1,1
446,variable,056SSI,,"Kernowjet Metalik Silver Permanent",1,0,visible,"Kernowjet Metalik Silver Permanent is a highly polished, printable, single sided silver mirror finish material with a high tack permanent adhesive, perfect for retail decoration, window displays and indoor and outdoor signage and lettering.","<html>
\n<head><title>Kernowjet Metalik Silver Permanent</title>
\n</head>
\n<body>
\n<img style=""height: 80px; width: 190px;"" alt=""Kernow logo""
\nsrc=""media/ecom/onpagegraphics/KernowLogo.jpg"" class=""responsive""><br><br>
\n
\n<p>Kernowjet Metalik Silver Permanent is a highly polished, printable, single sided silver mirror finish material with a high tack permanent adhesive, perfect for retail decoration, window displays and indoor and outdoor signage and lettering.</p>
\n
\n<a><img style=""border: 0px solid ; width: 75px; height: 75px; float: right;"" alt=""pvc free""
\nsrc=""media/ecom/onpagegraphics/PVC_free_logo.png""></a>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Structure:</span>
\n<ul><li>70<span>&#181;</span>m Polyester</li>
\n<li>Water-based adhesive - Permanent</li>
\n<li>PET backing liner - 83g/m<sup>2</sup>
\n</li></ul>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Suitability:</span>
\n<ul><li>Highly polished metallised surface for eye-catching graphics and displays</li>
\n<li>Perfect for indoor and outdoor signage and lettering</li>
\n<li>Ideal for retail displays</li>
\n<li>Excellent for 3D labels and doming applications</li>
\n<li>Suitable for wet and dry application</li>
\n<li>Up to 3 year outdoor UV stability
\n</li></ul>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Advantages:</span>
\n<ul><li>High tack permanent adhesive for long term applications</li>
\n<li>These films are compatible with Eco-Solvent, Latex and UV inks, and are also HP Latex certified</li>
\n<li>Cuts perfectly and weeds easily</li>
\n<li>Water based (solvent free) adhesive</li>
\n<li>Very smooth finish, close to mirror effect
\n</li></ul>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Ink Compatibility:</span>
\n<ul>
\n        <img style=""margin: 0 5px 0 0; width: 15px; height: 25px;"" alt=""Eco-Sol Ink"" src=""media/ecom/onpagegraphics/Ink-EcoSol.png""> Eco-solvent&nbsp;&nbsp;
\n	<img style=""margin: 0px 5px 0px 0px; width: 15px; height: 25px;"" alt=""Latex"" src=""media/ecom/onpagegraphics/Ink-Latex.png"">Latex &nbsp;&nbsp;
\n        <img style=""margin: 0 5px 0 0; width: 15px; height: 25px;"" alt=""UV Ink"" src=""media/ecom/onpagegraphics/Ink-UV.png""> UV&nbsp;&nbsp; <br>
\n        <img style=""width: 100px; height: 48px;"" alt=""HP Latex Certified"" src=""https://www.dorotape.co.uk/media/ecom/onpagegraphics/HP-Latex-Certified.jpg"">
\n</ul>
\n<span style=""font-weight: bold; color: #d7328a;"">Technical Information:</span>
\n<ul>
\n<a href=""media/ecom/pdfs/datasheets/Metalik_Permanent.pdf"" target=""_blank""><img
\nstyle=""border: 0px solid ; width: 200px; height: 60px;"" alt=""pdf""
\nsrc=""media/ecom/onpagegraphics/Datasheet.png""></a>
\n
\n</ul>
\n
\n
\n</body>
\n</html>",,,taxable,,1,,,0,0,,,,,1,,,,"Sign & Display Vinyl > Metallised Vinyl & Films > Kernow Metalik Films, Digital Print Media > PVC Free Digital Print Materials, Sign & Display Vinyl > PVC Free Sign & Display Materials",,,,,,,,,,,,0,,,,income-service,,,0,0,463,,Kernow,Kernowjet-Metalik-Silver-Permanent,056SSI,,,,,,"1524mm wide","full 45.7 mtr roll, part roll - 1524mm x 5m roll",1,1
447,simple,100,,"Lemon Flock Heat Transfer Vinyl",1,0,visible,"Lemon Flock Heat Transfer Vinyl 500mm wide. Price per metre:",,,,taxable,,1,,,0,0,,,,,1,,,10.90,"Garment Decoration Films > Flock",,,,,,,,,,,,0,,field_dorotape_price_tiers,,income-service,,,0,0,0,,Poli-Tape,,100,25,field_dorotape_tier_min_qty,9.81,field_dorotape_tier_price,1,,,,
448,simple,110,,"Yellow Flock Heat Transfer Vinyl",1,0,visible,"Yellow Flock Heat Transfer Vinyl 500mm wide. Price per metre:",,,,taxable,,1,,,0,0,,,,,1,,,10.90,"Garment Decoration Films > Flock",,,,,,,,,,,,0,,field_dorotape_price_tiers,,income-service,,,0,0,1,,Poli-Tape,,110,25,field_dorotape_tier_min_qty,9.81,field_dorotape_tier_price,1,,,,
449,variable,12325,,"ASLAN Sparkle Colour 12325 Light Gold",1,0,visible,"ASLAN SC12325 Light Gold Sparkle Colour is a 350 micron polyester film coated with an eye catching surface of glitter particles offering intense sparkling light reflection.","<html>
\n<head><title>ASLAN SC12325 Light Gold Sparkle Colour</head></title>
\n<img style=""height: 50px; width: 236px;"" alt=""Aslan logo""
\nsrc=""media/ecom/onpagegraphics/ASLAN_Logo_New.png""><br><br>
\n
\n<body>
\n
\n<p>ASLAN SC12325 Light Gold Sparkle Colour is a 350 micron polyester film coated with an eye catching surface of glitter particles offering intense sparkling light reflection.</p>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Structure:</span><br>
\n<ul><li>100<span>&#181;</span>m PET protection liner that also acts as an application tape</li>
\n<li>350<span>&#181;</span>m PET coated with glitter</li>
\n<li>Water based acrylic adhesive</li>
\n<li>140g/s<sup>2</sup> silicone paper PE coated on both sides
\n</li></ul>
\n
\n<a><img style=""border: 0px solid ; width: 75px; height: 75px; float: right;"" alt=""pvc free""
\nsrc=""media/ecom/onpagegraphics/PVC_free_logo.png""></a>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Suitability:</span><br>
\n<ul><li>ASLAN Sparkle Colour is ideal for interior decoration, retail displays, POS and furniture renovation</li>
\n<li>The perfect solution for creating seasonal decorations at Christmas and Valentines Day</li>
\n<li>This pvc free film is coated with a strong, transparent adhesive that offers good long term use</li>
\n<li>Unlike its rivals, the ASLAN SC123 is ideal for cad cutting. This is done by cutting and weeding in reverse through the backing liner and using the transparent top protective liner as an application tape</li>
\n<li>Features a transparent top protective liner which aids application and enables the use of squeegees
\n</li></ul>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Advantages:</span><br>
\n<ul><li>Most glitter films come with just a backing liner. Anyone familiar with the application of glitter vinyl will know that this can make them extremely tricky to apply, as using a squeegee to create a smooth and even application can create a horrible glittery mess. The use of an application tape to avoid this is pretty much out of the question. However, as well as a backing liner ASLAN has cleverly given SparkleColour a transparent top protective liner too which does the job of an application tape and allows for a much cleaner application. This also means the film is ideal for cad cutting, by cutting and weeding in reverse through the backing liner</li>
\n<li>For full surface coverage simply remove the backing liner and apply the Sparkle Colour to the surface easily using a squeegee. Once in position and squeegeed on, just remove the protective top liner</li>
\n<li>Suggested cap height of minimum 10mm</li>
\n<li>Residue free removal from smooth flat surfaces</li>
\n<li>PVC Free</li>
\n<li>Easy to apply and no need for rollers</li></ul>
\n
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Ink Compatibility:</span><br>
\n<ul>
\n<img style=""margin: 0px 5px 0px 0px; width: 15px; height: 25px;"" alt=""UV Ink""
\nsrc=""media/ecom/onpagegraphics/Ink-UV.png"">UV</ul>
\n<br>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Technical Information:</span><br>
\n<ul>
\n<a href=""media/ecom/pdfs/datasheets/SparkleColour_ASLAN_SC_123_e_1.pdf"" target=""_blank""><img
\nstyle=""border: 0px solid ; width: 200px; height: 60px;"" alt=""ASLAN SC123 SparkleColour Datasheet""
\nsrc=""media/ecom/onpagegraphics/Datasheet.png""></a></ul>
\n
\n<p><a href=""https://www.dorotape.co.uk/Article/ASLAN-Sparkle-Colour"" target=""_blank""><img style=""border: 0px solid ; width: 50px; height: 50px;"" alt=""link to our blog""
\nsrc=""media/ecom/onpagegraphics/Blog.png"">
\n<span style=""color:#d7328a""><b>Learn more about the Sparkle Colour range from ASLAN by reading about it in our Blog</b></a></span></p>
\n
\n</body>
\n</html>",,,taxable,,1,,,0,0,,,,,1,,,,"Sign & Display Vinyl > Glitter Vinyl > ASLAN SC123 Sparkle Colour",,,,,,,,ROLLEPRO,,,,0,,,,income-service,,,0,0,1,,Aslan,ASLAN-Sparkle-Colour-12325-Light-Gold,12325,,,,,,"1370mm wide","per 25m roll, per metre",1,1
450,variable,12332,,"ASLAN Sparkle Colour 12332 Hot Pink",1,0,visible,"ASLAN SC12332 Hot Pink Sparkle Colour is a 350 micron polyester film coated with an eye catching surface of glitter particles offering intense sparkling light reflection.","<html>
\n<head><title>ASLAN SC12332 Hot Pink Sparkle Colour</head></title>
\n
\n<img style=""height: 50px; width: 236px;"" alt=""Aslan logo""
\nsrc=""media/ecom/onpagegraphics/ASLAN_Logo_New.png""><br><br>
\n
\n<body>
\n
\n<p>ASLAN SC12332 Hot Pink Sparkle Colour is a 350 micron polyester film coated with an eye catching surface of glitter particles offering intense sparkling light reflection.</p>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Structure:</span><br>
\n<ul><li>100<span>&#181;</span>m PET protection liner that also acts as an application tape</li>
\n<li>350<span>&#181;</span>m PET coated with glitter</li>
\n<li>Water based acrylic adhesive</li>
\n<li>140g/s<sup>2</sup> silicone paper PE coated on both sides
\n</li></ul>
\n
\n<a><img style=""border: 0px solid ; width: 75px; height: 75px; float: right;"" alt=""pvc free""
\nsrc=""media/ecom/onpagegraphics/PVC_free_logo.png""></a>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Suitability:</span><br>
\n<ul><li>ASLAN Sparkle Colour is ideal for interior decoration, retail displays, POS and furniture renovation</li>
\n<li>The perfect solution for creating seasonal decorations at Christmas and Valentines Day</li>
\n<li>This pvc free film is coated with a strong, transparent adhesive that offers good long term use</li>
\n<li>Unlike its rivals, the ASLAN SC123 is ideal for cad cutting. This is done by cutting and weeding in reverse through the backing liner and using the transparent top protective liner as an application tape</li>
\n<li>Features a transparent top protective liner which aids application and enables the use of squeegees
\n</li></ul>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Advantages:</span><br>
\n<ul><li>Most glitter films come with just a backing liner. Anyone familiar with the application of glitter vinyl will know that this can make them extremely tricky to apply, as using a squeegee to create a smooth and even application can create a horrible glittery mess. The use of an application tape to avoid this is pretty much out of the question. However, as well as a backing liner ASLAN has cleverly given SparkleColour a transparent top protective liner too which does the job of an application tape and allows for a much cleaner application. This also means the film is ideal for cad cutting, by cutting and weeding in reverse through the backing liner</li>
\n<li>For full surface coverage simply remove the backing liner and apply the Sparkle Colour to the surface easily using a squeegee. Once in position and squeegeed on, just remove the protective top liner</li>
\n<li>Suggested cap height of minimum 10mm</li>
\n<li>Residue free removal from smooth flat surfaces</li>
\n<li>PVC Free</li>
\n<li>Easy to apply and no need for rollers</li></ul>
\n
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Ink Compatibility:</span><br>
\n<ul>
\n<img style=""margin: 0px 5px 0px 0px; width: 15px; height: 25px;"" alt=""UV Ink""
\nsrc=""media/ecom/onpagegraphics/Ink-UV.png"">UV</ul>
\n<br>
\n
\n<span style=""font-weight: bold; color: #d7328a;"">Technical Information:</span><br>
\n<ul>
\n<a href=""media/ecom/pdfs/datasheets/SparkleColour_ASLAN_SC_123_e_1.pdf"" target=""_blank""><img
\nstyle=""border: 0px solid ; width: 200px; height: 60px;"" alt=""ASLAN SC123 SparkleColour Datasheet""
\nsrc=""media/ecom/onpagegraphics/Datasheet.png""></a></ul>
\n
\n<p><a href=""https://www.dorotape.co.uk/Article/ASLAN-Sparkle-Colour"" target=""_blank""><img style=""border: 0px solid ; width: 50px; height: 50px;"" alt=""link to our blog""
\nsrc=""media/ecom/onpagegraphics/Blog.png"">
\n<span style=""color:#d7328a""><b>Learn more about the Sparkle Colour range from ASLAN by reading about it in our Blog</b></span></a></p>
\n
\n</body>
